CustomerID,TotalOrders,TotalRevenue,AvgRevenue
C00087,55,131378.369090732,2388.69761983149
C00088,45,94210.5996436159,2093.56888096924
C00089,42,107079.940788038,2549.52239971519
C00090,43,94370.857879933,2194.67111348681
C00091,65,130511.310805299,2007.86632008152
C00092,51,112205.174656386,2200.10146385071
C00093,40,102024.541711869,2550.61354279672
C00094,66,147722.0665356,2238.21312932728
C00095,52,108108.842480211,2079.01620154253
C00096,49,115113.949019361,2349.26426570124
C00097,46,77997.1373614587,1695.58994264041
C00098,43,120890.307395277,2811.40249756458
C00099,46,113377.738939822,2464.73345521352
C00100,45,104378.605256005,2319.52456124455
C00101,39,71927.6780135767,1844.29943624556
C00102,39,84997.0002944727,2179.41026396084
C00103,56,112023.245710651,2000.41510197591
C00104,49,135456.578911477,2764.41997778524
C00105,52,135246.90384594,2600.9019970373
C00106,48,95096.424712558,1981.17551484496
C00107,55,150988.001896431,2745.23639811694
C00108,49,131451.171200553,2682.6769632766
C00109,59,145316.63483136,2462.99381070101
C00110,62,137040.489735778,2210.33047960933
C00111,54,111153.045561127,2058.38973261345
C00112,56,134946.814554003,2409.7645456072
C00113,47,99401.5006369642,2114.92554546732
C00114,62,145588.521660767,2348.20196227043
C00115,65,132476.680487768,2038.10277673489
C00116,65,173518.009338765,2669.507835981
C00117,52,112212.741434559,2157.93733527998
C00118,39,101417.205271234,2600.44116080087
C00119,44,110975.901486504,2522.17957923872
C00120,41,97860.7290703542,2386.84705049644
C00121,53,107978.5700681,2037.33151071888
C00122,46,107150.806891775,2329.3653672125
C00123,45,76469.1234977436,1699.31385550541
C00124,51,93221.6988506864,1827.87644805268
C00125,53,79399.6649730445,1498.10688628386
C00126,49,95243.6170977018,1943.7472877082
C00127,63,159574.133775889,2532.92275834745
C00128,54,144681.372709304,2679.28467980192
C00129,57,129276.650098849,2268.01140524296
C00130,55,104367.217581392,1897.58577420713
C00131,50,114692.647020518,2293.85294041035
C00132,40,91971.2587545871,2299.28146886468
C00133,56,141518.338831766,2527.1131934244
C00134,42,88532.6482207468,2107.92019573207
C00135,64,146640.843634834,2291.26318179428
C00136,48,127166.897438547,2649.31036330305
C00137,50,85025.0418756805,1700.50083751361
C00138,49,92069.9028488976,1878.97760916117
C00139,63,156193.147961748,2479.25631685315
C00140,43,88088.0864686786,2048.56015043439
C00141,52,126689.393858438,2436.33449727766
C00142,41,98342.9137388038,2398.60765216595
C00143,59,134476.853779989,2279.2687081354
C00144,50,124013.019973092,2480.26039946184
C00145,59,157160.372687186,2663.73513029129
C00146,58,109887.206857521,1894.60701478485
C00147,45,95759.2892097211,2127.98420466047
C00148,50,112722.994260639,2254.45988521278
C00149,49,87870.5759301609,1793.2770597992
C00150,45,114318.743522746,2540.4165227277
C00151,42,114771.901506734,2732.66432158891
C00152,48,76590.5949226667,1595.63739422222
C00153,55,94923.5679380336,1725.88305341879
C00154,53,106347.246014785,2006.55181159971
C00155,40,71028.9016538221,1775.72254134555
C00156,46,121060.108410361,2631.74148718176
C00157,49,68790.0484070821,1403.87853892004
C00158,58,134469.384299723,2318.43766034005
C00159,55,101438.296318684,1844.33266033971
C00160,58,155059.43270229,2673.43849486707
C00161,45,114311.232288253,2540.24960640562
C00162,45,102780.23751231,2284.00527805133
C00163,44,113184.559923053,2572.37636188756
C00164,51,120875.632027622,2370.11043191415
C00165,50,123348.311762145,2466.9662352429
C00166,52,120747.059069064,2322.05882825123
C00167,53,113393.300452256,2139.49623494823
C00168,51,117396.933701485,2301.90066081343
C00169,60,142147.032796759,2369.11721327932
C00170,45,115243.937417368,2560.97638705263
C00171,60,146003.794599197,2433.39657665329
C00172,42,106200.339625137,2528.57951488421
C00173,47,101630.801441371,2162.35747747597
C00174,49,137810.537894619,2812.45995703304
C00175,39,54541.8750878733,1398.50961763778
C00176,38,82978.9176744868,2183.65572827597
C00177,32,68850.8754782802,2151.58985869626
C00178,38,88518.7385044359,2329.44048695884
C00179,64,166176.558222528,2596.508722227
C00180,52,122946.611257169,2364.35790879172
C00181,48,83280.6787279449,1735.01414016552
C00182,47,125867.281098863,2678.02725742261
C00183,61,107556.776399169,1763.22584260933
C00184,42,94877.2336056602,2258.98175251572
C00185,42,110165.843683511,2622.99627817882
C00186,50,121526.373190251,2430.52746380502
C00187,42,113519.372981028,2702.84221383399
C00188,50,169096.768043583,3381.93536087166
C00189,44,89870.3508207575,2042.50797319903
C00190,48,90213.0652203816,1879.43885875795
C00191,50,131181.929018213,2623.63858036425
C00192,61,149545.167407767,2451.56012143881
C00193,53,111176.898348643,2097.67732733288
C00194,46,133837.646172131,2909.51404722023
C00195,69,141100.251154575,2044.93117615326
C00196,52,115601.612246752,2223.10792782215
C00197,49,87734.3583247512,1790.49710866839
C00198,39,56562.3288890822,1450.31612536108
C00199,45,123725.242266001,2749.44982813335
C00200,56,99480.0741713264,1776.42989591654
C00201,54,105052.344716764,1945.41379105118
C00202,63,134008.566280302,2127.12009968734
C00203,46,144868.329098065,3149.31150213185
C00204,59,162135.888620183,2748.06590881666
C00205,55,103942.917378274,1889.87122505953
C00206,52,113555.406557911,2183.75781842137
C00207,45,124468.278888296,2765.96175307325
C00208,47,101510.64648083,2159.80098895382
C00209,43,113273.048125317,2634.2569331469
C00210,58,132029.28833628,2276.3670402807
C00211,51,137698.775238898,2699.97598507643
C00212,59,139244.281469804,2360.07256728481
C00213,47,93688.2032130838,1993.36602581029
C00214,50,77091.2343395681,1541.82468679136
C00215,38,65462.8147866896,1722.70565228131
C00216,53,118607.512207942,2237.8775888291
C00217,51,129177.493547807,2532.89203034915
C00218,41,112576.381304315,2745.76539766623
C00219,45,107220.359480356,2382.67465511901
C00220,46,91255.9828712041,1983.82571459139
C00221,67,183883.853524879,2744.535127237
C00222,47,87999.4551571158,1872.32883313012
C00223,58,125311.52410622,2160.54351907276
C00224,62,102709.390610151,1656.60307435727
C00225,46,144535.256998904,3142.070804324
C00226,46,92466.16786795,2010.13408408587
C00227,43,113626.742817641,2642.48239110793
C00228,52,138821.318654772,2669.640743361
C00229,38,107801.611009559,2836.88450025154
C00230,51,102324.535002932,2006.36343143005
C00231,48,95653.2236523046,1992.77549275635
C00232,35,74631.1205865219,2132.31773104348
C00233,47,136046.915634273,2894.61522626112
C00234,57,136622.276496696,2396.88204380169
C00235,50,91842.0393090624,1836.84078618125
C00236,43,59683.5900977462,1387.99046738945
C00237,36,72056.9366643082,2001.58157400856
C00238,46,109958.397080918,2390.39993654169
C00239,35,90800.2550289767,2594.29300082791
C00240,56,112245.053626163,2004.37595761006
C00241,47,79909.1506953045,1700.19469564478
C00242,48,135481.057412627,2822.52202942972
C00243,33,42185.5183843577,1278.34904195023
C00244,58,123390.844165973,2127.42834768919
C00245,37,81260.7995458928,2196.23782556467
C00246,46,104167.759746989,2264.5165162389
C00247,45,111202.549026891,2471.16775615314
C00248,45,143038.256177873,3178.62791506385
C00249,50,98602.7538306884,1972.05507661377
C00250,42,88500.8195915471,2107.16237122731
C00251,54,141638.118031399,2622.92811169257
C00252,50,127273.015963403,2545.46031926805
C00253,40,91737.1784539301,2293.42946134825
C00254,45,109763.660658572,2439.19245907938
C00255,51,134448.374661072,2636.24264041318
C00256,50,85390.0317661858,1707.80063532372
C00257,57,133130.254544009,2335.61850077209
C00258,60,126364.733765789,2106.07889609649
C00259,66,185274.372734616,2807.18746567599
C00260,53,132010.649287753,2490.76696769346
C00261,42,78668.3969703016,1873.05707072147
C00262,62,112859.052246541,1820.30729429904
C00263,57,116459.228877418,2043.14436627048
C00264,47,118088.344717563,2512.51797271411
C00265,53,115238.648902664,2174.31413023894
C00266,64,152423.043950389,2381.61006172483
C00267,51,86582.9065301447,1697.70404961068
C00268,45,91545.6103945637,2034.34689765697
C00269,53,121448.684903881,2291.48462082795
C00270,53,119589.506487378,2256.40578278072
C00271,42,122651.282080686,2920.26862096872
C00272,35,96333.8405613945,2752.39544461127
C00273,49,104713.665056808,2137.01357258792
C00274,51,106814.973060821,2094.41123648669
C00275,49,141914.333112553,2896.21087984801
C00276,50,108535.38618809,2170.70772376179
C00277,58,144984.00619434,2499.72424473
C00278,42,110995.290428954,2642.7450102132
C00279,59,146480.748486844,2482.72455062447
C00280,55,93518.9238987697,1700.34407088672
C00281,48,119540.079978002,2490.41833287504
C00282,45,127547.99812791,2834.399958398
C00283,45,102058.761233147,2267.9724718477
C00284,52,114346.33476163,2198.96797618519
C00285,58,138994.432833134,2396.45573850231
C00286,55,151741.726213408,2758.94047660741
C00287,53,142945.866625994,2697.09182313196
C00288,57,131116.96273512,2300.29759184421
C00289,44,81511.2129427543,1852.52756688078
C00290,38,86529.2594561794,2277.08577516262
C00291,50,75441.7102499321,1508.83420499864
C00292,60,139074.567549148,2317.90945915247
C00293,47,118843.629056157,2528.58785225866
C00294,44,116424.080740719,2646.00183501633
C00295,41,110937.044855999,2705.78158185364
C00296,37,89372.4723511946,2415.47222570796
C00297,52,146107.098497803,2809.75189418851
C00298,56,131265.589438884,2344.02838283722
C00299,43,115895.504227938,2695.24428437066
C00300,43,128962.15890205,2999.11997446627
C00301,41,104117.94989129,2539.46219247048
C00302,47,118048.25191662,2511.66493439617
C00303,38,100743.486284668,2651.14437591232
C00304,59,110891.404418294,1879.51532912362
C00305,47,116714.764587994,2483.29286357433
C00306,56,125421.634985203,2239.6720533072
C00307,49,91367.8183583751,1864.64935425255
C00308,34,73538.8523976953,2162.90742346163
C00309,44,86685.1597575284,1970.11726721655
C00310,40,118997.389798837,2974.93474497093
C00311,54,142923.255468446,2646.72695311937
C00312,48,107632.039613396,2242.33415861242
C00313,59,85528.0908010122,1449.62865764427
C00314,38,48642.6234085902,1280.06903706816
C00315,50,106551.879387533,2131.03758775065
C00316,45,96585.6284806062,2146.34729956903
C00317,47,107932.461546361,2296.43535205024
C00318,61,127351.510403272,2087.72967874216
C00319,37,107634.850524514,2909.05001417605
C00320,54,104109.469474101,1927.95313840928
C00321,40,88821.8919949114,2220.54729987279
C00322,48,112414.278830884,2341.96414231008
C00323,65,121608.4384086,1870.89905244001
C00324,59,145203.410119819,2461.07474779355
C00325,57,142532.306686149,2500.56678396753
C00326,37,96065.3034381966,2596.35955238369
C00327,40,102850.789691154,2571.26974227884
C00328,43,74784.1689432689,1739.1667196109
C00329,51,143499.445538276,2813.71461839756
C00330,65,117309.381636124,1804.75971747882
C00331,38,94878.6889536095,2496.80760404236
C00332,29,66258.7333897935,2284.78390999288
C00333,37,61044.587249406,1649.85370944341
C00334,52,167017.172449945,3211.86870096048
C00335,56,118751.960991676,2120.57073199421
C00336,48,113668.38024209,2368.09125504355
C00337,54,103657.642370616,1919.58596982622
C00338,43,127325.136699716,2961.04969069108
C00339,45,113413.802677268,2520.30672616151
C00340,44,105995.843874371,2408.99645169024
C00341,52,102176.657789509,1964.93572672132
C00342,43,72886.7767427319,1695.04131959841
C00343,45,102687.726791134,2281.94948424742
C00344,48,111799.903229995,2329.16465062489
C00345,56,131740.794686207,2352.51419082513
C00346,42,92714.317595687,2207.48375227826
C00347,55,108931.815944966,1980.57847172665
C00348,48,126733.736475881,2640.28617658085
C00349,51,105093.512840485,2060.65711451931
C00350,44,104054.392430404,2364.87255523646
C00351,67,174799.484789179,2608.94753416686
C00352,47,105885.256148382,2252.87779039111
C00353,44,105659.625790885,2401.35513161103
C00354,41,115284.046067615,2811.80600164916
C00355,55,122177.770637181,2221.4140115851
C00356,56,116558.375497724,2081.39956245936
C00357,54,141079.249773632,2612.5786995117
C00358,61,147431.974693172,2416.91761792086
C00359,63,147709.655149017,2344.59770077805
C00360,57,144883.773128293,2541.82058119812
C00361,45,106168.238132737,2359.29418072748
C00362,61,123714.06002367,2028.09934465032
C00363,59,141199.135503408,2393.20568649843
C00364,55,189729.714124411,3449.63116589838
C00365,54,106905.013598082,1979.72247403856
C00366,50,89587.5160796441,1791.75032159288
C00367,50,128063.727839183,2561.27455678366
C00368,49,90536.1164217162,1847.67584534115
C00369,46,89919.9271144807,1954.78102422784
C00370,47,102742.896722333,2186.01907919858
C00371,51,128549.964034532,2520.58753008887
C00372,40,67233.2191440584,1680.83047860146
C00373,43,84231.502950419,1958.87216163765
C00374,48,143045.573788836,2980.11612060076
C00375,53,98644.1683092493,1861.21072281602
C00376,52,122858.140526818,2362.65654859265
C00377,46,111269.406265435,2418.90013620511
C00378,54,129979.327320489,2407.02458000906
C00379,55,126921.329493881,2307.66053625239
C00380,53,121475.232276719,2291.98551465508
C00381,54,148608.886894424,2752.01642397082
C00382,38,72624.2664039954,1911.1649053683
C00383,52,121791.613667287,2342.14641667859
C00384,48,57572.6883833399,1199.43100798625
C00385,49,107818.268721816,2200.37283105747
C00386,55,118571.89291953,2155.85259853691
C00387,42,109186.53708601,2599.67945442881
C00388,52,150364.859526197,2891.63191396534
C00389,52,71257.4344784211,1370.33527843117
C00390,60,143936.056803021,2398.93428005035
C00391,47,66235.8433980714,1409.27326378875
C00392,53,124333.820108076,2345.92113411463
C00393,58,137434.292023567,2369.55675902701
C00394,48,126844.491201932,2642.59356670692
C00395,45,85252.3309776505,1894.49624394779
C00396,44,121292.19864121,2756.64087820932
C00397,52,101102.591279922,1944.28060153695
C00398,61,136213.968971578,2233.01588477997
C00399,54,93410.8951019566,1729.83139077697
C00400,47,92007.9129127181,1957.6151683557
C00401,49,117026.012472997,2388.28596883667
C00402,49,112751.810717765,2301.05736158705
C00403,53,101836.391382955,1921.4413468482
C00404,41,67464.5593685695,1645.47705776999
C00405,53,164521.902771686,3104.1868447488
C00406,49,143664.273163486,2931.92394211197
C00407,50,115057.824522129,2301.15649044257
C00408,42,62187.3245667242,1480.650584922
C00409,55,129639.443733576,2357.08079515593
C00410,46,90402.6704280442,1965.27544408792
C00411,57,99558.2190030538,1746.63542110621
C00412,57,174793.762134965,3066.55723043799
C00413,48,118496.646679446,2468.68013915512
C00414,51,76577.5423755412,1501.5204387361
C00415,52,130062.230197189,2501.19673456133
C00416,51,132028.929103718,2588.80253144546
C00417,61,146342.44836188,2399.05653052262
C00418,52,109115.041063279,2098.36617429383
C00419,51,101177.438364581,1983.87134048197
C00420,52,118212.457123785,2273.31648314972
C00421,45,113228.501117751,2516.18891372779
C00422,43,82226.0203587319,1912.23303159842
C00423,54,86848.1324792433,1608.29874961562
C00424,53,126260.303055424,2382.26986897027
C00425,44,80763.8378993221,1835.54177043914
C00426,47,96580.0689905214,2054.89508490471
C00427,52,120319.290439639,2313.8325084546
C00428,36,98117.890708597,2725.4969641277
C00429,43,98612.4636451244,2293.31310802615
C00430,59,155130.037325721,2629.32266653764
C00431,54,114054.070300954,2112.11241298064
C00432,42,81728.6780150016,1945.92090511909
C00433,47,99800.0577097679,2123.40548318655
C00434,49,111495.561165376,2275.41961561993
C00435,47,96617.5853820054,2055.69330600012
C00436,43,109131.372663088,2537.93889914158
C00437,51,132687.759213912,2601.72076890023
C00438,47,111503.559475631,2372.41615905599
C00439,40,126547.811830672,3163.69529576681
C00440,61,98923.8447124489,1621.70237233523
C00441,51,114785.861689415,2250.70317038068
C00442,49,85515.0124806447,1745.20433633969
C00443,50,134371.423721627,2687.42847443255
C00444,49,106832.304588242,2180.25111404575
C00445,43,68425.3077389019,1591.28622648609
C00446,51,110091.738453745,2158.66153830873
C00447,61,160782.024152492,2635.77088774577
C00448,41,105822.765978272,2581.04307264077
C00449,48,91174.2465842489,1899.46347050519
C00450,55,101654.641957533,1848.26621740969
C00451,44,95136.3604234795,2162.19000962453
C00452,58,136517.433393871,2353.74885161847
C00453,42,98049.3703834561,2334.50881865372
C00454,55,110306.358784403,2005.57015971642
C00455,48,113647.97138461,2367.6660705127
C00456,51,121278.92138991,2378.01806646882
C00457,47,110864.525923315,2358.81970049605
C00458,56,169582.473184917,3028.25844973066
C00459,57,149142.296860843,2616.53152387444
C00460,42,72475.1768741257,1725.59944938394
C00461,45,65358.4393317561,1452.40976292791
C00462,38,94210.315347978,2479.21882494679
C00463,45,76680.3283452598,1704.00729656133
C00464,51,94789.1856108724,1858.61148256613
C00465,51,117866.251666495,2311.10297385284
C00466,54,105639.626101545,1956.28937225083
C00467,38,69077.8073148623,1817.83703460164
C00468,50,100903.926883469,2018.07853766938
C00469,50,109895.127272056,2197.90254544112
C00470,39,82538.0047296069,2116.35909563095
C00471,43,93769.4001455237,2180.68372431451
C00472,52,105694.422673246,2032.58505140858
C00473,49,129904.975776945,2651.12195463153
C00474,45,101604.369147609,2257.87486994686
C00475,36,79110.0231680741,2197.50064355761
C00476,38,91538.810943485,2408.91607746013
C00477,59,137915.9031343,2337.55768024237
C00478,60,143057.71829616,2384.29530493599
C00479,51,106116.778791063,2080.72115276593
C00480,38,45688.2368587537,1202.32202259878
C00481,37,88214.303639165,2384.17036862608
C00482,54,112761.188956484,2088.17016586082
C00483,61,146355.512339,2399.27069408197
C00484,47,102043.277541575,2171.13356471435
C00485,50,90255.9603550248,1805.1192071005
C00486,36,66241.0667544799,1840.02963206889
C00487,53,114402.903153493,2158.54534251873
C00488,43,108139.797743475,2514.87901729012
C00489,51,125046.201385138,2451.88630166938
C00490,45,102563.923141043,2279.19829202319
C00491,51,151590.00956629,2972.35312875078
C00492,44,105412.965237798,2395.74920994996
C00493,42,133007.60416751,3166.84771827405
C00494,49,113498.511294652,2316.29614887046
C00495,49,104958.078881579,2142.00160982814
C00496,32,84671.8920994784,2645.9966281087
C00497,49,102331.674318221,2088.40151669839
C00498,55,138520.171724573,2518.54857681041
C00499,46,78277.3805254728,1701.68218533636
C00500,48,131587.737007436,2741.41118765491
C00501,44,95431.5019833842,2168.89777234964
C00502,52,112065.373930575,2155.10334481875
C00503,42,111271.52458172,2649.32201385049
C00504,49,96167.1655110266,1962.59521451075
C00505,58,147545.785886718,2543.89286011583
C00506,49,85359.7754518078,1742.03623371036
C00507,44,87086.2711846214,1979.23343601412
C00508,47,111710.67587759,2376.82289101255
C00509,54,128229.908600372,2374.62793704393
C00510,47,95807.4425850541,2038.45622521392
C00511,43,83605.5957610056,1944.3161804885
C00512,43,99688.315907153,2318.33292807333
C00513,52,93407.8251723316,1796.30433023715
C00514,43,122583.958208312,2850.78972577469
C00515,57,171027.388475231,3000.48049956545
C00516,56,101522.656924554,1812.90458793847
C00517,39,86628.8560734096,2221.25271983102
C00518,50,148635.171016009,2972.70342032017
C00519,61,151072.353002662,2476.59595086332
C00520,61,167301.230558856,2742.64312391567
C00521,48,105665.809783478,2201.37103715579
C00522,47,85838.9825365576,1826.36133056506
C00523,43,117520.908529094,2733.04438439754
C00524,41,114098.074820492,2782.87987367053
C00525,44,113904.722885088,2588.74370193381
C00526,43,98118.8761375735,2281.83432878078
C00527,52,120786.252725018,2322.8125524042
C00528,51,133382.756618507,2615.34816899034
C00529,58,168661.003931846,2907.94834365251
C00530,75,184537.996783967,2460.50662378623
C00531,52,103102.698537778,1982.74420264958
C00532,62,116207.996626066,1874.32252622688
C00533,47,118460.492277768,2520.43600590997
C00534,50,120747.591729582,2414.95183459163
C00535,41,95030.8746259258,2317.82621038843
C00536,48,104931.79541575,2186.07907116146
C00537,42,83526.0394476419,1988.71522494386
C00538,47,103846.190803526,2209.49342135161
C00539,48,107615.712735968,2241.99401533266
C00540,50,117522.517598975,2350.45035197949
C00541,63,136719.224982588,2170.14642829504
C00542,46,121500.164126344,2641.30791579009
C00543,38,71950.1297850493,1893.42446802761
C00544,40,73960.0737269978,1849.00184317494
C00545,56,149831.509378212,2675.56266746808
C00546,57,114605.401482874,2010.6210786469
C00547,44,60818.3772575002,1382.23584676137
C00548,53,126484.735305665,2386.50443972953
C00549,50,99717.0778906651,1994.3415578133
C00550,51,90342.7028398796,1771.42554587999
C00551,52,111755.278864906,2149.13997817126
C00552,36,58934.7003749646,1637.07501041568
C00553,54,138876.97232177,2571.79578373648
C00554,48,127678.649750575,2659.97186980365
C00555,42,80765.1148257801,1922.97892442334
C00556,49,99133.3024382732,2023.12862118925
C00557,53,116696.119143467,2201.81356874465
C00558,26,41539.3721612804,1597.66816004925
C00559,48,100657.72477802,2097.03593287543
C00560,41,109353.347427287,2667.15481529968
C00561,52,93944.1353265669,1806.61798704936
C00562,43,99408.9464657378,2311.83596431948
C00563,46,92056.7991961674,2001.23476513407
C00564,51,91873.0866517576,1801.43307160309
C00565,47,121522.253420506,2585.57986001077
C00566,54,148473.784508825,2749.5145279412
C00567,33,68045.8471968403,2061.99536960122
C00568,33,89149.8534037028,2701.51070920312
C00569,52,110774.613595709,2130.2810306867
C00570,45,97595.5664106418,2168.79036468093
C00571,44,105013.242719252,2386.66460725572
C00572,38,67257.7145177012,1769.93985572898
C00573,50,114698.992809959,2293.97985619918
C00574,51,84890.9574506216,1664.52857746317
C00575,60,150773.908349685,2512.89847249474
C00576,48,104876.460297432,2184.92625619649
C00577,36,119280.818906339,3313.35608073164
C00578,44,111863.487113869,2542.35197986065
C00579,53,155075.216376105,2925.94747879443
C00580,44,102108.386257641,2320.64514221911
C00581,60,160870.421934287,2681.17369890478
C00582,56,124260.580340456,2218.93893465101
C00583,45,105333.003949131,2340.7334210918
C00584,39,76591.5529165189,1963.88597221843
C00585,55,143196.753719801,2603.57734036003
C00586,52,102443.311530025,1970.06368326971
C00587,54,119278.407367218,2208.85939568922
C00588,43,81290.9654933357,1890.48756961246
C00589,50,159321.34984554,3186.42699691079
C00590,51,116917.03921269,2292.49096495471
C00591,39,93330.472329555,2393.08903409115
C00592,55,99844.3241151937,1815.35134754898
C00593,67,132759.420270507,1981.48388463443
C00594,52,126977.989686771,2441.88441705328
C00595,39,71525.3660796067,1833.98374563094
C00596,46,106366.099649764,2312.3065141253
C00597,41,97954.7394226844,2389.13998591913
C00598,46,132289.033243473,2875.84854877115
C00599,49,108027.507826604,2204.64301686946
C00600,47,84563.529636567,1799.22403482057
C00601,57,125554.784403105,2202.71551584394
C00602,48,94424.4455318097,1967.17594857937
C00603,56,112696.513185289,2012.4377354516
C00604,55,89562.6480210397,1628.41178220072
C00605,47,121920.47591799,2594.05267910618
C00606,57,110555.433396277,1939.56900695223
C00607,57,126237.552485673,2214.69390325743
C00608,40,68978.3043427376,1724.45760856844
C00609,45,76349.7552596354,1696.6612279919
C00610,54,115848.95770908,2145.35106868668
C00611,58,138272.712601029,2384.01228622464
C00612,54,107874.172180503,1997.6698551945
C00613,47,125503.13028111,2670.27936768319
C00614,54,137644.575663754,2548.97362340285
C00615,41,68605.0609750696,1673.29417012365
C00616,53,144787.070914158,2731.83152668223
C00617,44,106670.372039247,2424.32663725562
C00618,59,124591.830492257,2111.72594054672
C00619,46,103768.90659208,2255.84579548
C00620,45,86952.6149382332,1932.28033196074
C00621,51,106750.132765841,2093.13985815375
C00622,48,107540.981408573,2240.43711267859
C00623,48,121443.384428751,2530.07050893232
C00624,44,104625.056144618,2377.84218510497
C00625,48,90048.6883151747,1876.01433989947
C00626,56,130063.616711596,2322.56458413564
C00627,57,127249.304386478,2232.44393660487
C00628,55,111297.941917798,2023.59894395996
C00629,64,209810.932826677,3278.29582541683
C00630,43,103920.793373041,2416.76263658235
C00631,42,108667.419391792,2587.31950932839
C00632,53,153521.581918948,2896.63362111223
C00633,51,101097.51422559,1982.30420050177
C00634,41,105320.332366114,2568.78859429547
C00635,51,119754.059378294,2348.1188113391
C00636,53,130656.093708826,2465.20931526087
C00637,42,103443.245139788,2462.93440809018
C00638,47,97569.7286146135,2075.95167265135
C00639,44,108147.827550904,2457.90517161144
C00640,45,104873.957490046,2330.53238866769
C00641,56,94653.8911907684,1690.24805697801
C00642,53,116422.345512031,2196.64802852889
C00643,41,89400.8788683414,2180.50924069125
C00644,56,104174.0259961,1860.25046421607
C00645,55,131439.978574647,2389.8177922663
C00646,46,101498.294137043,2206.48465515311
C00647,40,90732.9209920996,2268.32302480249
C00648,50,108042.262179967,2160.84524359933
C00649,49,118783.153047365,2424.14598055847
C00650,50,104646.215056181,2092.92430112362
C00651,53,121644.594059021,2295.18101998153
C00652,45,92365.5332234904,2052.56740496645
C00653,37,68767.7602159848,1858.58811394553
C00654,48,137750.690633706,2869.80605486887
C00655,54,115378.098031453,2136.6314450269
